,Accession,Genotype,Segment,Length,Collection_Date,season,Latent
1405,MK502386,H1N1,6,1410,2018-03-12,2017/18,"[15.671989440917969, 19.783342361450195]"
1406,MK502385,H1N1,7,982,2018-03-12,2017/18,"[-1.202156901359558, 26.306045532226562]"
1407,MK502384,H1N1,4,1701,2018-03-12,2017/18,"[62.83984375, 38.50532913208008]"
1408,MK502383,H3N2,1,2280,2018-03-12,2017/18,"[31.581785202026367, -12.782086372375488]"
1409,MK502382,H3N2,2,2274,2018-03-12,2017/18,"[64.17688751220703, 11.927804946899414]"
1410,MK502381,H3N2,3,2151,2018-03-12,2017/18,"[88.53646850585938, 33.9705924987793]"
1411,MK502380,H3N2,8,838,2018-03-12,2017/18,"[6.548321723937988, 18.44936180114746]"
1412,MK502379,H3N2,5,1497,2018-03-12,2017/18,"[42.35258865356445, 37.22587585449219]"
1413,MK502378,H3N2,6,1410,2018-03-12,2017/18,"[10.323470115661621, 9.405941009521484]"
1414,MK502377,H3N2,7,982,2018-03-12,2017/18,"[-5.112210750579834, 19.74330711364746]"
1415,MK502376,H3N2,4,1701,2018-03-12,2017/18,"[38.92433547973633, 17.942602157592773]"
1416,MK401842,H3N2,1,2280,2018-02-09,2017/18,"[21.257801055908203, -12.130167961120605]"
1417,MK401841,H3N2,1,2280,2018-01-31,2017/18,"[21.11537742614746, -12.079864501953125]"
1418,MK401840,H3N2,1,2280,2018-04-04,2017/18,"[31.83759880065918, -12.785297393798828]"
1419,MK401779,H3N2,2,2274,2018-02-09,2017/18,"[64.01109313964844, 11.843388557434082]"
1420,MK401778,H3N2,2,2274,2018-01-31,2017/18,"[64.39981842041016, 11.955704689025879]"
1421,MK401776,H3N2,2,2274,2018-04-04,2017/18,"[64.1237564086914, 11.929145812988281]"
1422,MK401716,H3N2,3,2151,2018-02-09,2017/18,"[88.2425537109375, 33.716583251953125]"
1423,MK401715,H3N2,3,2151,2018-01-31,2017/18,"[88.73224639892578, 33.99076461791992]"
1424,MK401713,H3N2,3,2151,2018-04-04,2017/18,"[87.70073699951172, 33.544517517089844]"
1425,MK401648,H3N2,8,838,2018-02-09,2017/18,"[6.744887351989746, 18.74445152282715]"
1426,MK401647,H3N2,8,838,2018-01-31,2017/18,"[6.5306549072265625, 18.491729736328125]"
1427,MK401645,H3N2,8,838,2018-04-04,2017/18,"[6.6641106605529785, 18.588212966918945]"
1428,MK401581,H3N2,5,1497,2018-02-09,2017/18,"[42.332977294921875, 37.24849319458008]"
1429,MK401580,H3N2,5,1497,2018-01-31,2017/18,"[42.218326568603516, 37.1055908203125]"
1430,MK401578,H3N2,5,1497,2018-04-04,2017/18,"[42.106712341308594, 37.12385177612305]"
1431,MK401513,H3N2,6,1410,2018-02-09,2017/18,"[10.358931541442871, 9.406892776489258]"
1432,MK401512,H3N2,6,1410,2018-01-31,2017/18,"[10.380376815795898, 9.343809127807617]"
1433,MK401510,H3N2,6,1410,2018-04-04,2017/18,"[10.498924255371094, 9.38329792022705]"
1434,MK401445,H3N2,7,982,2018-02-09,2017/18,"[-4.972679138183594, 20.05707550048828]"
1435,MK401444,H3N2,7,982,2018-01-31,2017/18,"[-5.145495891571045, 19.72272300720215]"
1436,MK401442,H3N2,7,982,2018-04-04,2017/18,"[-5.134325981140137, 19.74785614013672]"
1437,MK401377,H3N2,4,1701,2018-02-09,2017/18,"[38.67771530151367, 17.711322784423828]"
1438,MK401376,H3N2,4,1701,2018-01-31,2017/18,"[38.83842086791992, 18.048208236694336]"
1439,MK401374,H3N2,4,1701,2018-04-04,2017/18,"[38.406776428222656, 18.130300521850586]"
1440,MK401295,H3N2,1,2280,2018-02-01,2017/18,"[31.57453155517578, -12.761578559875488]"
1441,MK401294,H3N2,1,2280,2018-01-16,2017/18,"[21.148101806640625, -12.094600677490234]"
1442,MK401293,H1N1,1,2280,2018-01-15,2017/18,"[31.73712730407715, -12.777359962463379]"
1443,MK401292,H1N1,1,2280,2018-01-12,2017/18,"[21.302566528320312, -12.12675952911377]"
1444,MK401220,H3N2,2,2274,2018-02-01,2017/18,"[64.37943267822266, 11.935218811035156]"
1445,MK401219,H3N2,2,2274,2018-01-16,2017/18,"[64.4075927734375, 11.966976165771484]"
1446,MK401218,H1N1,2,2274,2018-01-15,2017/18,"[83.94480895996094, 19.556882858276367]"
1447,MK401217,H1N1,2,2274,2018-01-12,2017/18,"[83.94480895996094, 19.556882858276367]"
1448,MK401138,H3N2,3,2151,2018-02-01,2017/18,"[88.60303497314453, 33.964359283447266]"
1449,MK401137,H3N2,3,2151,2018-01-16,2017/18,"[88.58113098144531, 33.927303314208984]"
1450,MK401136,H1N1,3,2151,2018-01-15,2017/18,"[90.98957824707031, 27.850101470947266]"
1451,MK401135,H1N1,3,2151,2018-01-12,2017/18,"[90.98957824707031, 27.850101470947266]"
1452,MK401055,H3N2,8,838,2018-02-01,2017/18,"[6.5306549072265625, 18.491729736328125]"
1453,MK401054,H3N2,8,838,2018-01-16,2017/18,"[6.5984296798706055, 18.55748748779297]"
1454,MK401053,H1N1,8,838,2018-01-15,2017/18,"[3.847470760345459, 19.625986099243164]"
1455,MK401052,H1N1,8,838,2018-01-12,2017/18,"[3.847470760345459, 19.625986099243164]"
1456,MK400972,H3N2,5,1497,2018-02-01,2017/18,"[42.37532424926758, 37.21779251098633]"
1457,MK400971,H3N2,5,1497,2018-01-16,2017/18,"[42.30810546875, 37.233154296875]"
1458,MK400970,H1N1,5,1497,2018-01-15,2017/18,"[32.718650817871094, 34.148712158203125]"
1459,MK400969,H1N1,5,1497,2018-01-12,2017/18,"[32.718650817871094, 34.148712158203125]"
1460,MK400889,H3N2,6,1410,2018-02-01,2017/18,"[10.418313980102539, 9.432891845703125]"
1461,MK400888,H3N2,6,1410,2018-01-16,2017/18,"[10.316376686096191, 9.385956764221191]"
1462,MK400887,H1N1,6,1410,2018-01-15,2017/18,"[15.906949996948242, 19.992347717285156]"
1463,MK400886,H1N1,6,1410,2018-01-12,2017/18,"[15.906949996948242, 19.992347717285156]"
1464,MK400806,H3N2,7,982,2018-02-01,2017/18,"[-5.10587215423584, 19.74266242980957]"
1465,MK400805,H3N2,7,982,2018-01-16,2017/18,"[-5.099916934967041, 19.7469539642334]"
1466,MK400804,H1N1,7,982,2018-01-15,2017/18,"[-1.2511922121047974, 26.19399642944336]"
1467,MK400803,H1N1,7,982,2018-01-12,2017/18,"[-1.2511922121047974, 26.19399642944336]"
1468,MK400723,H3N2,4,1701,2018-02-01,2017/18,"[38.85512924194336, 17.975637435913086]"
1469,MK400722,H3N2,4,1701,2018-01-16,2017/18,"[38.75966262817383, 17.95075798034668]"
1470,MK400721,H1N1,4,1701,2018-01-15,2017/18,"[62.54306411743164, 38.467472076416016]"
1471,MK400720,H1N1,4,1701,2018-01-12,2017/18,"[62.54306411743164, 38.467472076416016]"
1472,MK382331,H3N2,1,2280,2018-01-08,2017/18,"[21.049726486206055, -12.064560890197754]"
1473,MK382330,H3N2,1,2280,2018-01-07,2017/18,"[21.198129653930664, -12.095593452453613]"
1474,MK382284,H3N2,2,2274,2018-01-08,2017/18,"[64.25363159179688, 11.900449752807617]"
1475,MK382283,H3N2,2,2274,2018-01-07,2017/18,"[64.39981842041016, 11.955704689025879]"
1476,MK382237,H3N2,3,2151,2018-01-08,2017/18,"[88.79558563232422, 33.954627990722656]"
1477,MK382236,H3N2,3,2151,2018-01-07,2017/18,"[88.73224639892578, 33.99076461791992]"
1478,MK382190,H3N2,8,838,2018-01-08,2017/18,"[6.427504539489746, 18.371959686279297]"
1479,MK382189,H3N2,8,838,2018-01-07,2017/18,"[6.5306549072265625, 18.491729736328125]"
1480,MK382143,H3N2,5,1497,2018-01-08,2017/18,"[42.32732009887695, 37.2738151550293]"
1481,MK382142,H3N2,5,1497,2018-01-07,2017/18,"[42.25932693481445, 37.116920471191406]"
1482,MK382096,H3N2,6,1410,2018-01-08,2017/18,"[10.449804306030273, 9.494359970092773]"
1483,MK382095,H3N2,6,1410,2018-01-07,2017/18,"[10.402609825134277, 9.40854549407959]"
1484,MK382049,H3N2,7,982,2018-01-08,2017/18,"[-5.145495891571045, 19.72272300720215]"
1485,MK382048,H3N2,7,982,2018-01-07,2017/18,"[-5.145495891571045, 19.72272300720215]"
1486,MK382002,H3N2,4,1701,2018-01-08,2017/18,"[38.387271881103516, 17.78597068786621]"
1487,MK382001,H3N2,4,1701,2018-01-07,2017/18,"[38.598697662353516, 18.06122398376465]"
1488,MK381931,H3N2,1,2280,2018-02-07,2017/18,"[21.17605972290039, -12.09216594696045]"
1489,MK381874,H3N2,2,2274,2018-02-07,2017/18,"[64.37773132324219, 11.927536964416504]"
1490,MK381813,H3N2,3,2151,2018-02-07,2017/18,"[88.67073822021484, 33.95484924316406]"
1491,MK381745,H3N2,8,838,2018-02-07,2017/18,"[6.5306549072265625, 18.491729736328125]"
1492,MK381678,H3N2,5,1497,2018-02-07,2017/18,"[42.337791442871094, 37.20896530151367]"
1493,MK381610,H3N2,6,1410,2018-02-07,2017/18,"[10.402609825134277, 9.40854549407959]"
1494,MK381542,H3N2,7,982,2018-02-07,2017/18,"[-5.180500507354736, 19.723649978637695]"
1495,MK381474,H3N2,4,1701,2018-02-07,2017/18,"[38.76634216308594, 18.082427978515625]"
